sample	Chrom	start	end	class	nMaj1_A	nMin1_A	frac1_A	nMaj2_A	nMin2_A	code_batt
10-26934T--10-26934N	5	850088	181288809	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	6	171716	170612497	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	7	80500	57993845	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	7	61075769	159329969	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	8	205757	145068028	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	9	212189	38771741	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	9	61665362	61976589	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	9	68418585	138133487	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	9	138140906	138174508	LOH	2	0	0.560011903964246	2	1	subclonal
10-26934T--10-26934N	10	62159	38813364	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	10	42116663	133411456	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	11	196944	134999713	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	12	79119	133241504	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	13	18878850	91943390	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	13	91954957	114330230	deletion	1	0	1	NA	NA	no_sub
10-26934T--10-26934N	14	19956892	106875390	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	15	19796521	101886536	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	16	33807	89999852	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	17	155925	79991703	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	18	125632	79995474	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	19	226776	58578001	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	20	20001903	64283878	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	21	13900911	46682701	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	22	16385677	21110937	gain	2	1	1	NA	NA	no_sub
10-26934T--10-26934N	22	21572167	49999695	deletion	1	0	1	NA	NA	no_sub
10-26934T--10-26934N	X	1336907	155999818	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	1	827221	121570889	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	1	143688027	194320919	LOH	2	0	1	NA	NA	no_sub
10-40390T--10-40390N	1	194378716	227466139	LOH_2	3	0	1	NA	NA	no_sub
10-40390T--10-40390N	1	227467521	247608973	deletion	1	0	0.830505247429066	2	0	subclonal
10-40390T--10-40390N	1	247613154	248928060	LOH	2	0	1	NA	NA	no_sub
10-40390T--10-40390N	2	18506	43830980	gain	2	1	1	NA	NA	no_sub
10-40390T--10-40390N	2	43874155	88859668	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	2	88862035	91864360	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	2	91867610	242043544	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	3	18918	75726567	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	3	75728581	75745043	LOH	2	0	0.627921397782261	2	1	subclonal
10-40390T--10-40390N	3	75746496	120863111	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	3	120867680	198119409	gain	2	1	1	NA	NA	no_sub
10-40390T--10-40390N	4	94549	189869091	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	5	850088	181288809	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	6	203397	170612497	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	7	82180	157666180	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	7	157668096	159330245	gain	2	1	1	NA	NA	no_sub
10-40390T--10-40390N	8	209436	4778386	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	8	4783357	16086715	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	8	16086798	25761911	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	8	25788412	30708831	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	8	30712310	35672827	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	8	35718122	40937064	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	8	40938621	48183042	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	8	48186998	96558561	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	8	96576871	145057130	gain	2	1	1	NA	NA	no_sub
10-40390T--10-40390N	9	203761	38763618	deletion	1	0	0.91751536838242	1	1	subclonal
10-40390T--10-40390N	9	61694121	61948587	gain	2	1	1	NA	NA	no_sub
10-40390T--10-40390N	9	68446162	128199880	LOH	2	0	0.853815225512168	2	1	subclonal
10-40390T--10-40390N	9	128201367	138175044	deletion	1	0	0.893683800372489	1	1	subclonal
10-40390T--10-40390N	10	49156	133403527	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	11	197337	134997778	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	12	79119	133225138	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	13	18874844	48221886	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	13	48276080	52216565	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	13	52337964	91700197	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	13	91700578	114337675	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	14	19956892	106875390	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	15	19839089	20007545	normal	1	1	0.829339336100093	2	1	subclonal
10-40390T--10-40390N	15	23382019	101861709	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	16	33807	89994858	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	17	151872	15142798	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	17	15144382	79994927	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	18	132649	3232356	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	18	3350199	5064752	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	18	5066784	5926217	deletion	1	0	1	NA	NA	no_sub
10-40390T--10-40390N	18	5938508	79999306	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	19	245631	49355003	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	19	49361864	58585941	LOH	2	0	1	NA	NA	no_sub
10-40390T--10-40390N	20	20005302	64324353	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	21	13916314	46698810	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	22	16385677	49999695	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	X	1334946	2501227	deletion	1	0	0.647453894852745	2	0	subclonal
10-40390T--10-40390N	X	2501820	2699855	normal	1	1	1	NA	NA	no_sub
10-40390T--10-40390N	X	155703951	155999435	normal	1	1	0.764067476701663	2	1	subclonal
